data_provider_1,data_provider_2,system_ID_1,system_ID_2,installation_date,PV_system_size_DC,total_installed_price,rebate_or_grant,customer_segment,expansion_system,multiple_phase_system,TTS_link_ID,new_construction,tracking,ground_mounted,zip_code,city,state,utility_service_territory,third_party_owned,installer_name,self_installed,azimuth_1,azimuth_2,azimuth_3,tilt_1,tilt_2,tilt_3,module_manufacturer_1,module_model_1,module_quantity_1,module_manufacturer_2,module_model_2,module_quantity_2,module_manufacturer_3,module_model_3,module_quantity_3,additional_modules,technology_module_1,technology_module_2,technology_module_3,BIPV_module_1,BIPV_module_2,BIPV_module_3,bifacial_module_1,bifacial_module_2,bifacial_module_3,nameplate_capacity_module_1,nameplate_capacity_module_2,nameplate_capacity_module_3,efficiency_module_1,efficiency_module_2,efficiency_module_3,inverter_manufacturer_1,inverter_model_1,inverter_quantity_1,inverter_manufacturer_2,inverter_model_2,inverter_quantity_2,inverter_manufacturer_3,inverter_model_3,inverter_quantity_3,additional_inverters,micro_inverter_1,micro_inverter_2,micro_inverter_3,built_in_meter_inverter_1,built_in_meter_inverter_2,built_in_meter_inverter_3,output_capacity_inverter_1,output_capacity_inverter_2,output_capacity_inverter_3,DC_optimizer,inverter_loading_ratio,battery_manufacturer,battery_model,battery_rated_capacity_kW,battery_rated_capacity_kWh,battery_price,technology_type,extensions_multiphase_id
California Public Utilities Commission,California Public Utilities Commission,SCE-INT-500094148,SCE-CSI-18341,30-Sep-2011,4.44,29970.0,4179.0,RES,0,0,tts_extension_id_87028,0,0,0,91790,West Covina,CA,Southern California Edison,1,Verengo Inc,0,169.0,-1.0,-1.0,16.0,-1,-1,Suntech Power,STP185S-24/ADB+,24,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,185.0,-1.0,-1.0,0.14491164306304,-1.0,-1.0,ABB,PVI-4.2-OUTD-S-US-A [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,4.2,-1.0,-1.0,0,1.05714285714286,-1,-1,-1.0,-1.0,-1.0,pv-only,00000001A052F46E
California Public Utilities Commission,-1,PGE-INT-114206558,-1,05-Aug-2014,5.99467140319716,-1.0,0.0,RES,0,0,-1,-1,0,-1,93722,FRESNO,CA,Pacific Gas and Electric,0,Valley Unique Electric,0,-1.0,-1.0,-1.0,-1.0,-1,-1,Hanwha Q CELLS (Qidong),HSL60P6-PB-4-250TW,24,-1,-1,-1,-1,-1,-1,0,Polycrystalline,-1,-1,0,-1,-1,0,-1,-1,250.0,-1.0,-1.0,0.154667748928462,-1.0,-1.0,SMA America,SB5.0-1SP-US-40 [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,5.0,-1.0,-1.0,0,1.19893428063943,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,PGE-INT-113419253,-1,05-Nov-2014,3.75,-1.0,0.0,RES,0,0,-1,-1,0,-1,95345,MIDPINES,CA,Pacific Gas and Electric,1,Tesla Energy,0,-1.0,-1.0,-1.0,-1.0,-1,-1,Trina Solar,TSM-250PA05.18,15,-1,-1,-1,-1,-1,-1,0,Polycrystalline,-1,-1,0,-1,-1,0,-1,-1,250.0,-1.0,-1.0,0.154477849421171,-1.0,-1.0,ABB,PVI-3.0-OUTD-S-US-Z-A [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,3.0,-1.0,-1.0,0,1.25,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
Los Angeles Department of Water & Power,-1,LADWP-19631,-1,04-Mar-2016,2.25,13776.0,540.0,RES,0,0,-1,0,0,-1,91402,Van Nuys,CA,Los Angeles Department of Water  Power,0,Sunbelt Solar Corp,0,90.0,-1.0,-1.0,15.0,-1,-1,"Amerisolar-Worldwide Energy and Manufacturing USA Co., Ltd",AS-6P30-250W,9,-1,-1,-1,-1,-1,-1,0,Polycrystalline,-1,-1,0,-1,-1,0,-1,-1,250.0,-1.0,-1.0,0.153978812515398,-1.0,-1.0,Enphase Energy,M215-60-2LL-S2x-NA [240V],9.0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,0.215,-1.0,-1.0,0,1.16279069767442,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
Texas Public Utilities Commission,-1,Oncor_DRG-41242,-1,23-Dec-2020,11.57953887,-1.0,-1.0,-1,0,0,-1,-1,-1,-1,-1,-1,TX,Oncor,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,1.159113,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
Arizona Public Service,-1,26267,-1,29-May-2014,3.85,-1.0,-1.0,RES,0,0,-1,-1,-1,-1,86327,Dewey,AZ,Arizona Public Service,0,Southface Solar Electric,0,-1.0,-1.0,-1.0,-1.0,-1,-1,LG Electronics Inc.,LG275S1C-B3,-1,-1,-1,-1,-1,-1,-1,-1,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,275.0,-1.0,-1.0,0.173217435122197,-1.0,-1.0,Enphase Energy,M250-60-2LL-S2x (-ZC) (-NA) [240V],-1.0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,0.24,-1.0,-1.0,0,1.14583333333333,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,SDGE-INT-313786,-1,02-Jun-2021,6.57,16359.0,0.0,RES,0,0,-1,-1,0,0,92069,SAN MARCOS,CA,San Diego Gas and Electric,0,SolarMax,0,180.0,-1.0,-1.0,18.0,-1,-1,LG Electronics Inc.,LG365N1C-L5,18,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,365.0,-1.0,-1.0,0.211532889017676,-1.0,-1.0,Enphase Energy Inc.,IQ7PLUS-72-2-US [240V],18.0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,0.29,-1.0,-1.0,0,1.25862068965517,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,PGE-INT-113529656,-1,21-Jun-2016,5.2,16000.0,0.0,RES,0,0,-1,-1,0,0,95338,MARIPOSA,CA,Pacific Gas and Electric,0,Offline Solar,0,180.0,-1.0,-1.0,18.0,-1,-1,"HYUNDAI ENERGY SOLUTIONS CO., LTD.",HiS-M260RG,20,-1,-1,-1,-1,-1,-1,0,Polycrystalline,-1,-1,0,-1,-1,0,-1,-1,260.0,-1.0,-1.0,0.158854293953761,-1.0,-1.0,SolarEdge Technologies Ltd.,SE5000x [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,4.99,-1.0,-1.0,1,1.04208416833667,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,PGE-INT-115765209,-1,01-Feb-2019,18.0,97740.0,0.0,RES,0,0,-1,-1,0,1,95650,LOOMIS,CA,Pacific Gas and Electric,0,Hooked On Solar,0,180.0,-1.0,-1.0,18.0,-1,-1,SunPower,SPR-X22-360-D-AC,50,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,360.0,-1.0,-1.0,0.220723482526058,-1.0,-1.0,SunPower,SPR-X22-360-D-AC [240V],50.0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,0.32,-1.0,-1.0,0,1.125,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,SCE-INT-500609850,-1,29-Oct-2014,6.73469387755102,-1.0,0.0,RES,0,0,-1,-1,0,0,93021,MOORPARK,CA,Southern California Edison,-1,Planet Solar Inc,0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,29.0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,-1.0,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
Arizona Public Service,-1,28790,-1,17-Oct-2014,10.455,-1.0,-1.0,RES,0,0,-1,-1,-1,-1,85085,Phoenix,AZ,Arizona Public Service,1,Tesla Energy,0,-1.0,-1.0,-1.0,-1.0,-1,-1,AU Optronics,PM245P01_255,-1,-1,-1,-1,-1,-1,-1,-1,Polycrystalline,-1,-1,0,-1,-1,0,-1,-1,255.0,-1.0,-1.0,0.158273318780464,-1.0,-1.0,ABB,PVI-3.6-OUTD-S-US-A [240V],-1.0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,3.6,-1.0,-1.0,0,1.45208333333333,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
New York State Energy Research and Development Authority,-1,523718,-1,NaT,7.65,29946.69,1683.0,RES,0,0,-1,-1,-1,-1,14752,Lily Dale,NY,National Grid,0,-1,0,-1.0,-1.0,-1.0,-1.0,-1,-1,SunPower,SPR-M425,18,-1,-1,-1,-1,-1,-1,-1,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,425.0,-1.0,-1.0,0.227272727272727,-1.0,-1.0,SunPower,SPR-M425-H-AC [240V],18.0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,0.384,-1.0,-1.0,0,1.10677083333333,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
Xcel Energy,-1,OID4600215,-1,26-May-2017,6.0,18171.0,-1.0,RES,0,0,-1,-1,-1,-1,-1,-1,CO,Xcel Energy,0,redacted,-1,90.0,-1.0,-1.0,30.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,1.2,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,PGE-INT-120401680,-1,11-Jan-2021,5.04,16769.09,0.0,RES,1,1,tts_extension_id_21681,-1,0,0,94062,REDWOOD CITY,CA,Pacific Gas and Electric,1,Sunrun Inc.,0,317.0,-1.0,-1.0,27.0,-1,-1,LG Electronics Inc.,LG360Q1C-A5,14,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,360.0,-1.0,-1.0,0.215146299483649,-1.0,-1.0,Enphase Energy Inc.,IQ7PLUS-72-2-US [240V],14.0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,0.29,-1.0,-1.0,0,1.24137931034483,-1,-1,-1.0,-1.0,-1.0,pv-only,00000000942810CB
California Public Utilities Commission,-1,SCE-INT-SCE-09628,-1,14-Jul-2015,6.24,7771.21,0.0,RES,0,0,-1,-1,0,0,91739,RANCHO CUCAMONGA,CA,Southern California Edison,1,Solcius LLC,0,-1.0,-1.0,-1.0,-1.0,-1,-1,Hanwha Q CELLS (Qidong),HSL60P6-PC-3-260W,24,-1,-1,-1,-1,-1,-1,0,Polycrystalline,-1,-1,0,-1,-1,0,-1,-1,260.0,-1.0,-1.0,0.155688622754491,-1.0,-1.0,SolarEdge Technologies Ltd.,SE6000H-US [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,6.046,-1.0,-1.0,1,1.03208733046642,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,PGE-INT-119938848,-1,29-Oct-2020,2.88,9000.0,0.0,RES,0,0,-1,-1,0,0,94589,VALLEJO,CA,Pacific Gas and Electric,1,Sunergy Construction,0,201.0,-1.0,-1.0,18.0,-1,-1,Hanwha Q CELLS,Q.PEAK DUO-G7 320,9,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,320.0,-1.0,-1.0,0.196319018404908,-1.0,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,-1.0,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,SCE-INT-NST-27298,-1,26-Feb-2018,5.31,23629.5,0.0,RES,0,0,-1,-1,0,0,92530,LAKE ELSINORE,CA,Southern California Edison,1,Horizon Solar Power,0,305.0,-1.0,-1.0,20.0,-1,-1,"CSI Solar Co., Ltd.",CS6PH-295M,18,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,295.0,-1.0,-1.0,0.190322580645161,-1.0,-1.0,Enphase Energy Inc.,IQ6-60-2-US [240V],18.0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,0.23,-1.0,-1.0,0,1.28260869565217,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,PGE-INT-113610224,-1,12-Sep-2017,3.32972972972973,13076.28,0.0,RES,0,0,-1,-1,0,0,94521,CONCORD,CA,Pacific Gas and Electric,1,Quick Systems,0,140.0,-1.0,-1.0,16.0,-1,-1,"Jinko Solar Co., Ltd",JKM280M-60B,12,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,280.0,-1.0,-1.0,0.181846993939299,-1.0,-1.0,SolarEdge Technologies Ltd.,SE3800H-US [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,3.747,-1.0,-1.0,1,0.888638838999127,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,SCE-INT-SCE-95622,-1,21-Dec-2016,3.445,4160.0,0.0,RES,0,0,-1,-1,0,0,93223,FARMERSVILLE,CA,Southern California Edison,1,Smart Energy USA,0,180.0,-1.0,-1.0,20.0,-1,-1,Hanwha Q CELLS,Q.PRO BFR G4 265,13,-1,-1,-1,-1,-1,-1,0,Polycrystalline,-1,-1,0,-1,-1,0,-1,-1,265.0,-1.0,-1.0,0.173508124763472,-1.0,-1.0,Enphase Energy,M215-60-2LL-S2x-NA [240V],13.0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,0.215,-1.0,-1.0,0,1.23255813953488,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,California Public Utilities Commission,SDGE-INT-41643,SD-CSI-15000,12-Sep-2013,5.886,29730.0,1044.0,RES,0,0,tts_extension_id_111093,0,0,-1,92084,Vista,CA,San Diego Gas and Electric,1,Smart Energy USA,0,190.0,-1.0,-1.0,23.0,-1,-1,SunPower,SPR-327NE-WHT-D,18,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,327.0,-1.0,-1.0,0.200525659312424,-1.0,-1.0,ABB,PVI-6000-OUTD-US-A [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,6.0,-1.0,-1.0,0,0.981,-1,-1,-1.0,-1.0,-1.0,pv-only,000000020484FC33
New Jersey Board of Public Utilities,-1,NJSRRE1532174130,-1,27-Jan-2012,11.04,-1.0,0.0,RES,0,0,-1,-1,-1,-1,08759,MANCHESTER,NJ,JCPL,1,Sea Bright Solar,0,-1.0,-1.0,-1.0,-1.0,-1,-1,redacted,redacted,-1,redacted,redacted,-1,redacted,redacted,-1,-1,redacted,redacted,redacted,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,redacted,redacted,-1.0,redacted,redacted,-1,redacted,redacted,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,redacted,redacted,-1.0,-1.0,-1.0,redacted,-1
California Public Utilities Commission,-1,PGE-INT-115062873,-1,26-Jul-2019,53.28,252509.0,0.0,COM,0,0,-1,-1,0,0,94801,RICHMOND,CA,Pacific Gas and Electric,0,Albion Power Company,0,180.0,-1.0,-1.0,15.0,-1,-1,SunPower,SPR-X22-360-COM,148,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,360.0,-1.0,-1.0,0.220762193738448,-1.0,-1.0,Fronius International GmbH,Fronius Symo 12.0-3 208-240 [240V],4.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,12.0,-1.0,-1.0,0,1.11,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,PGE-INT-123687920,-1,25-Jul-2022,14.9525977238991,57380.0,0.0,RES,0,0,-1,-1,0,0,95346,MI WUK VILLAGE,CA,Pacific Gas and Electric,0,Standard Eco LLC,0,160.0,-1.0,-1.0,20.0,-1,-1,Aptos Solar Technology LLC,DNA-144-MF26-440W [BLK],34,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,440.0,-1.0,-1.0,0.20952380952381,-1.0,-1.0,Enphase Energy Inc.,IQ7PLUS-72-2-US [240V],34.0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,0.29,-1.0,-1.0,0,1.51649064136908,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
New York State Energy Research and Development Authority,-1,64925,-1,21-Nov-2016,12.1,61831.09,4537.0,RES,0,0,-1,-1,-1,-1,11229,Brooklyn,NY,Consolidated Edison,1,Sunpower Corp,0,-1.0,-1.0,-1.0,-1.0,-1,-1,SunPower,SPR-327NE-WHT-D,37,-1,-1,-1,-1,-1,-1,-1,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,327.0,-1.0,-1.0,0.200525659312424,-1.0,-1.0,-1,-1,3.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,-1.0,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,PGE-INT-113508559,-1,16-Feb-2016,8.37,33650.0,0.0,RES,0,0,-1,-1,0,0,95765,ROCKLIN,CA,Pacific Gas and Electric,0,Energy Saving Pros,0,180.0,-1.0,-1.0,26.0,-1,-1,Hanwha Q CELLS,Q.PEAK BLK-G3 270,31,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,270.0,-1.0,-1.0,0.163337209063158,-1.0,-1.0,SolarEdge Technologies Ltd.,SE7600A-US [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,7.625,-1.0,-1.0,1,1.09770491803279,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
Arizona Public Service,-1,121685,-1,26-Mar-2021,14.74,35669.0,-1.0,RES,0,0,-1,-1,-1,-1,85388,Surprise,AZ,Arizona Public Service,0,Aneva Solar LLC,0,-1.0,-1.0,-1.0,-1.0,-1,-1,LG Electronics Inc.,LG335N1C-V5,-1,-1,-1,-1,-1,-1,-1,-1,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,335.0,-1.0,-1.0,0.203189899460425,-1.0,-1.0,Enphase Energy Inc.,IQ7-60-2-US [240V],-1.0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,0.24,-1.0,-1.0,0,1.39056603773585,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,California Public Utilities Commission,PGE-INT-113320572,PGE-CSI-34448,30-Sep-2011,3.15,24255.0,843.0,RES,0,0,-1,0,0,-1,94112,San Francisco,CA,Pacific Gas and Electric,1,Sungevity Development LLC,0,263.0,173.0,-1.0,26.0,26,-1,BP Solar,BP4175B,18,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,175.0,-1.0,-1.0,0.138888888888889,-1.0,-1.0,KACO,blueplanet 1502xi [240V],2.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,1.67,-1.0,-1.0,0,0.94311377245509,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
Xcel Energy,-1,05112993,-1,20-Nov-2019,7.8,38996.0,-1.0,-1,0,0,-1,-1,-1,-1,80120,-1,CO,Xcel Energy,0,redacted,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,1.03174603174603,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
Texas Public Utilities Commission,-1,Oncor_DRG-86101,-1,10-Oct-2022,7.73231792,-1.0,-1.0,-1,0,0,-1,-1,-1,-1,-1,-1,TX,Oncor,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,1.178707,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,SDGE-INT-57417,-1,14-May-2014,4.51,-1.0,0.0,RES,0,0,-1,-1,-1,-1,92069,SAN MARCOS,CA,San Diego Gas and Electric,-1,Delta Solar Electric,0,-1.0,-1.0,-1.0,-1.0,-1,-1,REC Solar,REC205PE Q2,22,-1,-1,-1,-1,-1,-1,0,Polycrystalline,-1,-1,0,-1,-1,0,-1,-1,205.0,-1.0,-1.0,0.124241294776108,-1.0,-1.0,SMA America,SB5.0-1SP-US-40 [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,5.0,-1.0,-1.0,0,0.902,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,PGE-INT-119636812,-1,02-Sep-2020,2.60174029451138,14872.0,0.0,RES,1,1,tts_extension_id_82720,-1,0,0,93727,FRESNO,CA,Pacific Gas and Electric,1,Sunrun Inc.,0,0.0,-1.0,-1.0,23.0,-1,-1,"Jinko Solar Co., Ltd",JKM325M-60HBL-Q,8,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,325.0,-1.0,-1.0,0.199386503067485,-1.0,-1.0,SolarEdge Technologies Ltd.,SE3800H-US [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,3.747,-1.0,-1.0,1,0.694352894185049,-1,-1,-1.0,-1.0,-1.0,pv-only,000000018E9034C9
California Public Utilities Commission,California Public Utilities Commission,SCE-INT-500435694,SCE-CSI-57471,05-Mar-2014,9.66,54096.0,1729.0,RES,0,0,-1,0,0,0,92626,Costa Mesa,CA,Southern California Edison,1,Solar Vast,0,180.0,-1.0,-1.0,18.0,-1,-1,SunPower,SPR-X21-345,28,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,345.0,-1.0,-1.0,0.211563768999346,-1.0,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,-1.0,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,SCE-INT-NST-29241,SCE-CSI-60124,31-Jan-2018,5.635,7192.0,0.0,RES,0,0,-1,-1,0,0,93536,LANCASTER,CA,Southern California Edison,0,Tesla Energy,0,180.0,-1.0,-1.0,22.0,-1,-1,Yingli Energy (China),YL245P-29B,23,-1,-1,-1,-1,-1,-1,0,Polycrystalline,-1,-1,0,-1,-1,0,-1,-1,245.0,-1.0,-1.0,0.149984695439241,-1.0,-1.0,ABB,PVI-5000-OUTD-US-A [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,5.0,-1.0,-1.0,0,1.127,Tesla Inc.,Powerwall 2.0,5.0,13.5,-1.0,pv+storage,-1
California Public Utilities Commission,California Energy Commission,SCE-INT-500413383,NS001FNF,08-Apr-2014,1.5,5697.0,1962.0,RES,0,0,-1,1,0,0,92591,Temecula,CA,Southern California Edison,0,Sunpower Corp,0,-1.0,-1.0,-1.0,-1.0,-1,-1,SunPower,SPR-X20-250-BLK-A-AC,6,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,250.0,-1.0,-1.0,0.200951384233515,-1.0,-1.0,ABB,PVI-3.0-OUTD-S-US-A [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,3.0,-1.0,-1.0,0,0.5,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,PGE-INT-113369665,-1,04-Nov-2013,7.245,-1.0,-1.0,RES,0,0,-1,-1,-1,-1,93611,CLOVIS,CA,Pacific Gas and Electric,0,Arise Solar,0,-1.0,-1.0,-1.0,-1.0,-1,-1,SunPower,SPR-X21-345,21,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,345.0,-1.0,-1.0,0.211563768999346,-1.0,-1.0,SunPower,SPR-6000m [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,6.0,-1.0,-1.0,0,1.2075,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
Arizona Public Service,-1,63959,-1,13-Jun-2017,6.3,-1.0,-1.0,RES,0,0,-1,-1,-1,-1,85392,Avondale,AZ,Arizona Public Service,0,Argent Solar Electric,0,-1.0,-1.0,-1.0,-1.0,-1,-1,Hanwha Q CELLS,Q.PEAK BLK-G4.1 300,-1,-1,-1,-1,-1,-1,-1,-1,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,300.0,-1.0,-1.0,0.179640718562874,-1.0,-1.0,SolarEdge Technologies Ltd.,SE6000x [240V],-1.0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,5.99,-1.0,-1.0,1,1.05,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,SCE-INT-NST-295342,-1,01-Jun-2022,16.99082,31955.0,0.0,RES,1,1,tts_extension_id_129413,-1,0,0,93560,ROSAMOND,CA,Southern California Edison,0,Bright Planet Solar,0,359.0,-1.0,-1.0,18.0,-1,-1,Hanwha Q CELLS,Q.PEAK DUO BLK-G10.a+ 360,16,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,360.0,-1.0,-1.0,0.216867469879518,-1.0,-1.0,SolarEdge Technologies Ltd.,SE5000H-US [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,5.052,-1.0,-1.0,1,-1.0,-1,-1,-1.0,-1.0,-1.0,pv-only,00000002503F69E2
California Public Utilities Commission,California Public Utilities Commission,PGE-INT-113619960,PGE-CSI-21050,23-Dec-2009,18.06,120000.0,16646.0,RES,0,0,-1,0,0,-1,96040,Hat Creek,CA,Pacific Gas and Electric,0,Top Hat Energy,0,180.0,-1.0,-1.0,32.0,-1,-1,-1,-1,84,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,SMA America,SB7.0-1SP-US-40 [240V],3.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,7.0,-1.0,-1.0,0,0.86,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
